A,B,Label
叉积,数学,1
以2为底的对数,数学,1
积,数学,1
单位圆,直线,1
单位圆,数学,1
单位圆,几何学,1
直角三角形,数学,1
方程求解,数学,1
奇函数与偶函数,数学,1
圆,几何学,1
圆,数学,1
除以零,数,1
除以零,算术,1
除以零,数学,1
解析几何,数学,1
求和符号,数学,1
绝对值,数,1
弦 (几何),直线,1
弦 (几何),数学,1
弦 (几何),几何学,1
部分分式分解,数,1
代数基本定理,相等,1
代数基本定理,数学,1
代数基本定理,数,1
微分方程,数学,1
解析几何,几何学,1
解析几何,数学,1
以2为底的对数,算术,1
以2为底的对数,数,1
以2为底的对数,数学,1
以2为底的对数,乘法,1
积空间,算术,1
积空间,数,1
积空间,数学,1
积空间,乘法,1
加法,数学,1
线性方程组,数学,1
椭圆,几何学,1
椭圆,数学,1
矩阵乘法,数学,1
离心率,几何学,1
离心率,直线,1
离心率,曲线,1
离心率,数学,1
线性方程组,相等,1
线性方程组,数学,1
线性方程组,数,1
单位圆,几何学,1
单位圆,数学,1
多边形,几何学,1
多边形,数学,1
复合函数,数学,1
一次方程,数学,1
代数式,数学,1
代数式,数,1
代数式,算术,1
多项式除法,数学,1
多项式除法,数,1
多项式除法,算术,1
渐近线,直线,1
渐近线,数学,1
渐近线,几何学,1
自然对数,数,1
自然对数,数学,1
自然对数,算术,1
一元二次方程,数学,1
代数式,数,1
代数式,数学,1
代数式,代数,1
解析几何,数学,1
圆,直线,1
圆,数学,1
圆,几何学,1
二项式系数,数学,1
二项式系数,数,1
二项式系数,算术,1
自然对数,数学,1
自然对数,数,1
自然对数,乘法,1
自然对数,幂,1
自然对数,算术,1
正弦曲线,几何学,1
正弦曲线,数学,1
因式分解,数学,1
微分方程,相等,1
微分方程,数学,1
微分方程,数,1
平方根,数,1
平方根,数学,1
代数基本定理,数学,1
代数基本定理,数,1
代数基本定理,算术,1
基 (线性代数),数,1
基 (线性代数),数学,1
离心率,数学,1
离心率,几何学,1
离心率,曲线,1
离心率,直线,1
离心率,圆,1
指数增长,算术,1
指数增长,数,1
指数增长,数学,1
指数增长,乘法,1
分段,数学,1
二次方程,数,1
二次方程,数学,1
二次方程,算术,1
不等,数,1
不等,数学,1
方程组,数学,1
反函数,数学,1
笛卡尔坐标系,数学,1
求和符号,数学,1
求和符号,数,1
求和符号,算术,1
平面 (数学),数学,1
有理函数,数学,1
圆周运动,几何学,1
圆周运动,直线,1
圆周运动,曲线,1
圆周运动,数学,1
离心率,数学,1
离心率,圆,1
离心率,圆锥,1
离心率,几何学,1
离心率,直线,1
离心率,曲线,1
半径,几何学,1
半径,数学,1
常用对数,数学,1
常用对数,数,1
常用对数,乘法,1
常用对数,幂,1
常用对数,算术,1
解析几何,数学,1
解析几何,几何学,1
根 (数学),数学,1
根 (数学),函数,1
二次方程,数学,1
二次方程,数,1
二次方程,算术,1
定向 (几何),数学,1
极坐标系,几何学,1
极坐标系,数学,1
代数式,数,1
直线,数学,1
部分分式分解,数,1
部分分式分解,算术,1
部分分式分解,数学,1
综合除法,数,1
综合除法,算术,1
综合除法,数学,1
多项式,数学,1
正弦定理,数学,1
反三角函数,函数,1
反三角函数,数学,1
以2为底的对数,数学,1
以2为底的对数,数,1
以2为底的对数,乘法,1
以2为底的对数,幂,1
以2为底的对数,算术,1
线段,几何学,1
线段,数学,1
二项式定理,数学,1
反三角函数,数学,1
反三角函数,几何学,1
反三角函数,三角学,1
平面曲线,几何学,1
平面曲线,数学,1
圆锥曲线,几何学,1
圆锥曲线,直线,1
圆锥曲线,曲线,1
圆锥曲线,数学,1
因式分解,数,1
因式分解,数学,1
因式分解,算术,1
平行,数学,1
部分分式分解,算术,1
部分分式分解,乘法,1
部分分式分解,数学,1
部分分式分解,数,1
代数式,数,1
代数式,数学,1
多项式除法,数学,1
二项式系数,数,1
二项式系数,数学,1
二项式系数,乘法,1
二项式系数,加法,1
二项式系数,整数,1
二项式系数,算术,1
代数式,数,1
代数式,数学,1
代数式,算术,1
单位矩阵,矩阵,1
齐次多项式,数学,1
旋转,数学,1
割线,数学,1
象限角,数学,1
常用对数,数学,1
圆锥曲线,数学,1
圆锥曲线,几何学,1
圆锥曲线,曲线,1
圆锥曲线,直线,1
圆锥曲线,圆,1
直角三角形,几何学,1
直角三角形,数学,1
单调函数,数学,1
参数方程,数学,1
解析几何,几何学,1
解析几何,数,1
解析几何,数学,1
线性方程组,方程,1
线性方程组,数学,1
线性方程组,几何学,1
线性方程组,直线,1
线性方程组,相等,1
线性方程组,数,1
正弦,数学,1
弦 (几何),几何学,1
弦 (几何),数学,1
齐次多项式,数,1
齐次多项式,数学,1
齐次多项式,乘法,1
齐次多项式,加法,1
齐次多项式,整数,1
齐次多项式,算术,1
代数基本定理,数,1
指数函数,数学,1
正弦曲线,数学,1
渐近线,数学,1
极点 (复分析),数,1
极点 (复分析),实数,1
正弦定理,点,1
正弦定理,几何学,1
正弦定理,数学,1
正弦定理,多边形,1
正弦定理,角,1
正弦定理,直线,1
正弦定理,线段,1
圆锥,直线,1
圆锥,数学,1
圆锥,几何学,1
离心率,直线,1
离心率,数学,1
离心率,几何学,1
除法,数学,1
扇形,几何学,1
扇形,数学,1
正弦曲线,几何学,1
正弦曲线,数学,1
函数图形,数学,1
线段,几何学,1
线段,数学,1
弦 (几何),几何学,1
弦 (几何),数学,1
曲线,几何学,1
曲线,数学,1
线性方程组,几何学,1
线性方程组,数学,1
圆锥曲线,数学,1
直角三角形,几何学,1
直角三角形,数学,1
直角三角形,角,1
代数方程,数学,1
度 (角),数学,1
度 (角),几何学,1
恒等式,数学,1
圆锥曲线,几何学,1
圆锥曲线,数学,1
线段,数学,1
斜率,数学,1
正弦曲线,直线,1
正弦曲线,数学,1
正弦曲线,几何学,1
矩阵乘法,数,1
矩阵乘法,数学,1
矩阵乘法,算术,1
象限角,几何学,1
象限角,数,1
象限角,数学,1
函数极限,微积分学,1
函数极限,数学,1
二次方程,数学,1
以2为底的对数,数学,1
代数方程,相等,1
代数方程,数学,1
代数方程,数,1
代数基本定理,数学,1
综合除法,数,1
综合除法,数学,1
综合除法,算术,1
三角形,线段,1
三角形,数学,1
三角形,点,1
三角形,直线,1
三角形,几何学,1
复数 (数学),数,1
全距,数学,1
常用对数,算术,1
常用对数,数,1
常用对数,数学,1
常用对数,乘法,1
边 (几何),数学,1
二次方程,数,1
指数增长,数,1
指数增长,数学,1
指数增长,算术,1
共轭复数,数,1
角,数学,1
单位圆,几何学,1
单位圆,直线,1
单位圆,曲线,1
单位圆,数学,1
笛卡儿符号法则,数学,1
三角形,数学,1
三角形,几何学,1
笛卡儿符号法则,数,1
笛卡儿符号法则,数学,1
笛卡儿符号法则,乘法,1
笛卡儿符号法则,加法,1
笛卡儿符号法则,整数,1
笛卡儿符号法则,算术,1
复平面,数学,1
初等矩阵,矩阵,1
初等矩阵,主对角线,1
初等矩阵,方块矩阵,1
综合除法,数学,1
综合除法,数,1
综合除法,算术,1
连续函数,数学,1
直角三角形,直线,1
直角三角形,点,1
直角三角形,几何学,1
直角三角形,数学,1
点积,算术,1
点积,数,1
点积,数学,1
点积,乘法,1
正弦定理,几何学,1
正弦定理,数学,1
斜率,几何学,1
斜率,数学,1
三角函数,数学,1
叉积,数,1
叉积,数学,1
叉积,算术,1
极坐标系,几何学,1
极坐标系,数,1
极坐标系,数学,1
多边形,几何学,1
多边形,数学,1
平面曲线,直线,1
平面曲线,数学,1
平面曲线,几何学,1
常数函数,数学,1
极点 (复分析),数,1
平方,数,1
平方,数学,1
复平面,几何学,1
复平面,数学,1
直角三角形,数学,1
直角三角形,几何学,1
代数式,算术,1
代数式,数,1
代数式,数学,1
代数式,乘法,1
指数增长,数学,1
齐次多项式,数,1
齐次多项式,数学,1
齐次多项式,算术,1
综合除法,数学,1
倒数,数,1
倒数,算术,1
倒数,数学,1
综合除法,数,1
综合除法,数学,1
综合除法,乘法,1
综合除法,加法,1
综合除法,整数,1
综合除法,算术,1
积,数,1
积,数学,1
积,算术,1
单位矩阵,矩阵,1
笛卡尔坐标系,几何学,1
笛卡尔坐标系,数,1
笛卡尔坐标系,数学,1
二次函数,数学,1
正弦定理,几何学,1
正弦定理,数学,1
除以零,数学,1
倒数,数学,1
扩展实数线,数,1
行列式,矩阵,1
曲线,数学,1
垂线测试,函数,1
垂线测试,数学,1
反三角函数,数学,1
反三角函数,几何学,1
反三角函数,三角学,1
弦 (几何),数学,1
二项式系数,数,1
椭圆,数学,1
像 (数学),数学,1
圆周运动,直线,1
圆周运动,数学,1
圆周运动,几何学,1
矩形,数学,1
矩形,几何学,1
以2为底的对数,数,1
以2为底的对数,数学,1
以2为底的对数,算术,1
代数基本定理,数,1
代数基本定理,实数,1
解析几何,相等,1
解析几何,数学,1
解析几何,数,1
初等矩阵,矩阵,1
正弦定理,线段,1
正弦定理,数学,1
正弦定理,点,1
正弦定理,直线,1
正弦定理,几何学,1
单位圆,数学,1
多边形,数学,1
焦点 (几何),数学,1
垂线测试,几何学,1
垂线测试,数学,1
圆锥,几何学,1
圆锥,数学,1
原点,几何学,1
原点,数学,1
乘法,数学,1
定义域,数学,1
算术平均数,数学,1
对数,数,1
对数,数学,1
对数,算术,1
根 (数学),数学,1
三角形,几何学,1
三角形,数学,1
边 (几何),几何学,1
边 (几何),数学,1
子式和余子式,方块矩阵,1
子式和余子式,矩阵,1
笛卡尔坐标系,几何学,1
笛卡尔坐标系,数学,1
积空间,数,1
积空间,数学,1
积空间,算术,1
代数基本定理,数,1
代数基本定理,数学,1
代数基本定理,乘法,1
代数基本定理,加法,1
代数基本定理,整数,1
代数基本定理,算术,1
求和符号,数学,1
求和符号,数,1
求和符号,算术,1
方程组,相等,1
方程组,数学,1
方程组,数,1
代数基本定理,数,1
代数基本定理,数学,1
代数基本定理,算术,1
矩阵环,数学,1
直角三角形,点,1
直角三角形,几何学,1
直角三角形,数学,1
直角三角形,多边形,1
直角三角形,角,1
直角三角形,直线,1
直角三角形,线段,1
矩形,数学,1
离心率,数学,1
指数函数,数学,1
部分分式分解,数,1
部分分式分解,数学,1
部分分式分解,乘法,1
部分分式分解,加法,1
部分分式分解,整数,1
部分分式分解,算术,1
初等矩阵,矩阵,1
一元二次方程,相等,1
一元二次方程,数学,1
一元二次方程,数,1
自然对数,算术,1
自然对数,数,1
自然对数,数学,1
自然对数,乘法,1
共轭复数,数,1
共轭复数,实数,1
反三角函数,数学,1
度 (角),数学,1
极限 (数学),数学,1
弦 (几何),直线,1
弦 (几何),点,1
弦 (几何),几何学,1
弦 (几何),数学,1
弦 (几何),几何学,1
弦 (几何),直线,1
弦 (几何),曲线,1
弦 (几何),数学,1
定向 (几何),几何学,1
定向 (几何),数学,1
解析几何,几何学,1
解析几何,数学,1
圆锥,几何学,1
圆锥,直线,1
圆锥,曲线,1
圆锥,数学,1
幂,数,1
幂,数学,1
幂,算术,1
正弦定理,数学,1
正弦定理,几何学,1
扇形,几何学,1
扇形,直线,1
扇形,曲线,1
扇形,数学,1
三角换元法,几何学,1
三角换元法,数学,1
方程求解,相等,1
方程求解,数学,1
方程求解,数,1
二项式系数,数学,1
笛卡儿符号法则,数,1
代数基本定理,数学,1
勾股定理,数学,1
虚数,数,1
虚数,实数,1
圆周运动,几何学,1
圆周运动,数学,1
周期函数,数学,1
标量乘法,数学,1
代数基本定理,数,1
代数基本定理,数学,1
垂直,数学,1
正弦,几何学,1
正弦,数学,1
圆柱体,数学,1
叉积,算术,1
叉积,数,1
叉积,数学,1
叉积,乘法,1
二项式定理,数,1
二项式定理,数学,1
二项式定理,算术,1
圆锥曲线,直线,1
圆锥曲线,数学,1
圆锥曲线,几何学,1
三角形,直线,1
三角形,点,1
三角形,几何学,1
三角形,数学,1
部分分式分解,数学,1
部分分式分解,数,1
部分分式分解,算术,1
三角函数,几何学,1
三角函数,数学,1
多项式除法,数,1
对数,算术,1
对数,数,1
对数,数学,1
对数,乘法,1
对数,数学,1
笛卡儿符号法则,数,1
笛卡儿符号法则,数学,1
笛卡儿符号法则,算术,1
解析几何,角,1
解析几何,直线,1
解析几何,数学,1
解析几何,几何学,1
求和符号,数学,1
三角换元法,数学,1
齐次多项式,数,1
