A,B,Label
静电学,物理学,1
静电学,向量,1
电磁波谱,物理学,1
平抛运动,向量,1
机械能,距离,1
机械能,位置向量,1
机械能,物理学,1
机械能,运动 (物理学),1
机械能,向量,1
电磁波谱,磁铁,1
电磁波谱,能量,1
电磁波谱,磁场,1
电磁波谱,电场,1
电磁波谱,物理学,1
电磁波谱,库仑定律,1
电磁波谱,电流,1
电磁波谱,场 (物理),1
电磁波谱,电子,1
电磁波谱,力,1
电动势,物理学,1
静电学,物理学,1
光的反射定律,光,1
运动方程,距离,1
运动方程,位置向量,1
运动方程,物理学,1
运动方程,运动 (物理学),1
运动方程,向量,1
自由落体,物理学,1
折射,物理学,1
胡克定律,力,1
胡克定律,物理学,1
参考系,物理学,1
弹性 (物理学),物理学,1
运动方程,运动 (物理学),1
运动方程,物理学,1
运动方程,距离,1
电势能,距离,1
电势能,位置向量,1
电势能,物理学,1
电势能,运动 (物理学),1
电势能,向量,1
横波,物理学,1
位移,物理学,1
非弹性碰撞,物理学,1
非弹性碰撞,能量,1
非弹性碰撞,质量,1
硬度,物理学,1
相对速度,运动 (物理学),1
相对速度,距离,1
相对速度,物理学,1
反射 (物理学),物理学,1
静电学,向量,1
发射光谱,物理学,1
地球引力,运动 (物理学),1
地球引力,物理学,1
地球引力,距离,1
自由落体,运动 (物理学),1
自由落体,物理学,1
自由落体,距离,1
重力加速度,运动 (物理学),1
重力加速度,距离,1
重力加速度,物理学,1
牛顿运动定律,物理学,1
介电质,电流,1
电势,距离,1
电势,位置向量,1
电势,物理学,1
电势,运动 (物理学),1
电势,向量,1
勒萨吉重力理论,物理学,1
电场,物理学,1
电磁波谱,物理学,1
电势,物理学,1
电势,库仑定律,1
电势,能量,1
电势,场 (物理),1
发射光谱,物理学,1
引力场,物理学,1
重力加速度,位移,1
重力加速度,速度,1
重力加速度,运动 (物理学),1
重力加速度,物理学,1
重力加速度,距离,1
重力加速度,力,1
重力加速度,位置向量,1
重力加速度,速率,1
重力加速度,向量,1
电势,向量,1
电势,功,1
电势,能量,1
电势,物理学,1
电势,力,1
电势,位置向量,1
电势,运动 (物理学),1
电势,距离,1
电势,位移,1
机械能,运动 (物理学),1
机械能,物理学,1
机械能,距离,1
弹性碰撞,运动 (物理学),1
弹性碰撞,距离,1
弹性碰撞,物理学,1
相对速度,物理学,1
自由落体,物理学,1
引力场,物理学,1
引力场,力,1
电势,场 (物理),1
电势,能量,1
电势,力,1
电势,位移,1
电势,库仑定律,1
电势,向量,1
电势,距离,1
电势,势能,1
电势,功,1
电势,运动 (物理学),1
电势,电场,1
电势,位置向量,1
电势,物理学,1
地球引力,物理学,1
波峰,物理学,1
激波,运动 (物理学),1
激波,距离,1
激波,物理学,1
运动方程,运动 (物理学),1
运动方程,距离,1
运动方程,物理学,1
色散 (光学),物理学,1
牛顿运动定律,物理学,1
正向力,力,1
正向力,物理学,1
静电学,距离,1
静电学,位置向量,1
静电学,物理学,1
静电学,运动 (物理学),1
静电学,向量,1
多普勒效应,物理学,1
地球引力,运动 (物理学),1
地球引力,距离,1
地球引力,物理学,1
硬度,力,1
硬度,物理学,1
硬度,断裂,1
硬度,弹性 (物理学),1
硬度,塑性变形,1
自由落体,运动 (物理学),1
自由落体,距离,1
自由落体,物理学,1
势能,物理学,1
弹性碰撞,物理学,1
势能,向量,1
势能,物理学,1
非弹性碰撞,物理学,1
胡克定律,物理学,1
电势,物理学,1
弹性碰撞,运动 (物理学),1
弹性碰撞,物理学,1
弹性碰撞,距离,1
机械能,物理学,1
平抛运动,物理学,1
力矩,物理学,1
平抛运动,位移,1
平抛运动,速度,1
平抛运动,运动 (物理学),1
平抛运动,物理学,1
平抛运动,距离,1
平抛运动,力,1
平抛运动,位置向量,1
平抛运动,速率,1
平抛运动,向量,1
驻波,波,1
驻波,物理学,1
电磁波谱,波长,1
电磁波谱,能量,1
电磁波谱,频率,1
电磁波谱,波,1
电磁波谱,物理学,1
机械能,物理学,1
折射率,物理学,1
自由落体,向量,1
加速度,物理学,1
硬度,物理学,1
硬度,力,1
电势能,向量,1
电势能,功,1
电势能,能量,1
电势能,物理学,1
电势能,力,1
电势能,位置向量,1
电势能,运动 (物理学),1
电势能,距离,1
电势能,位移,1
音强,能量,1
音强,物理学,1
音强,功率,1
音强,力,1
材料力学,力,1
材料力学,物理学,1
弹性碰撞,物理学,1
磁场,物理学,1
功,距离,1
功,位置向量,1
功,物理学,1
功,运动 (物理学),1
功,向量,1
自由落体,位移,1
自由落体,速度,1
自由落体,运动 (物理学),1
自由落体,物理学,1
自由落体,距离,1
自由落体,力,1
自由落体,位置向量,1
自由落体,速率,1
自由落体,向量,1
功,物理学,1
发射光谱,物理学,1
地球引力,位移,1
地球引力,速度,1
地球引力,运动 (物理学),1
地球引力,物理学,1
地球引力,距离,1
地球引力,力,1
地球引力,位置向量,1
地球引力,速率,1
地球引力,向量,1
重力加速度,运动 (物理学),1
重力加速度,物理学,1
重力加速度,距离,1
惯性参考系,物理学,1
音强,物理学,1
吸收光谱学,物理学,1
电势,位置向量,1
电势,位移,1
电势,能量,1
电势,运动 (物理学),1
电势,力,1
电势,距离,1
电势,物理学,1
电势,向量,1
弹性碰撞,物理学,1
运动方程,位移,1
运动方程,速度,1
运动方程,运动 (物理学),1
运动方程,物理学,1
运动方程,距离,1
运动方程,力,1
运动方程,位置向量,1
运动方程,速率,1
运动方程,向量,1
光电效应,物理学,1
音强,能量,1
音强,物理学,1
音强,力,1
地球引力,向量,1
加速度,向量,1
电势能,位置向量,1
电势能,位移,1
电势能,能量,1
电势能,运动 (物理学),1
电势能,力,1
电势能,距离,1
电势能,物理学,1
电势能,向量,1
万有引力常数,物理学,1
音强,物理学,1
万有引力常数,物理学,1
万有引力常数,力,1
材料力学,物理学,1
材料力学,力,1
万有引力定律,物理学,1
万有引力定律,力,1
速度,物理学,1
发射光谱,能量,1
发射光谱,物理学,1
碰撞,物理学,1
功率,物理学,1
驻波,频率,1
驻波,物理学,1
驻波,波,1
驻波,振幅,1
驻波,波长,1
摩擦力,力,1
摩擦力,物理学,1
地球引力,距离,1
地球引力,位置向量,1
地球引力,物理学,1
地球引力,运动 (物理学),1
地球引力,向量,1
非弹性碰撞,物理学,1
非弹性碰撞,力,1
运动方程,向量,1
介电质,物理学,1
介电质,库仑定律,1
介电质,能量,1
介电质,场 (物理),1
散射,物理学,1
干涉 (物理学),物理学,1
发射光谱,磁铁,1
发射光谱,能量,1
发射光谱,磁场,1
发射光谱,电场,1
发射光谱,物理学,1
发射光谱,库仑定律,1
发射光谱,电流,1
发射光谱,场 (物理),1
发射光谱,电子,1
发射光谱,力,1
功,物理学,1
机械能,物理学,1
动能,物理学,1
多普勒效应,运动 (物理学),1
多普勒效应,物理学,1
多普勒效应,距离,1
静电学,向量,1
静电学,功,1
静电学,能量,1
静电学,物理学,1
静电学,力,1
静电学,位置向量,1
静电学,运动 (物理学),1
静电学,距离,1
静电学,位移,1
斯涅尔定律,波,1
斯涅尔定律,物理学,1
张力,物理学,1
功,物理学,1
非弹性碰撞,物理学,1
自由落体,物理学,1
自由落体,力,1
加速度,运动 (物理学),1
加速度,距离,1
加速度,物理学,1
动能,物理学,1
电势能,物理学,1
电势能,物理学,1
电势能,库仑定律,1
电势能,能量,1
电势能,场 (物理),1
杠杆,物理学,1
勒萨吉重力理论,物理学,1
勒萨吉重力理论,力,1
平抛运动,距离,1
平抛运动,位置向量,1
平抛运动,物理学,1
平抛运动,运动 (物理学),1
平抛运动,向量,1
机械能,位置向量,1
机械能,位移,1
机械能,能量,1
机械能,运动 (物理学),1
机械能,力,1
机械能,距离,1
机械能,物理学,1
机械能,向量,1
金属疲劳,物理学,1
自由落体,物理学,1
机械能,向量,1
机械能,功,1
机械能,能量,1
机械能,物理学,1
机械能,力,1
机械能,位置向量,1
机械能,运动 (物理学),1
机械能,距离,1
机械能,位移,1
电势能,向量,1
几何光学,光,1
万有引力定律,物理学,1
镜像 (几何),物理学,1
势能,距离,1
势能,位置向量,1
势能,物理学,1
势能,运动 (物理学),1
势能,向量,1
机械能,物理学,1
机械能,能量,1
机械能,质量,1
电动势,物理学,1
电动势,库仑定律,1
电动势,能量,1
电动势,场 (物理),1
电磁辐射,物理学,1
波长,物理学,1
塑性变形,物理学,1
电势,向量,1
激波,物理学,1
金属疲劳,力,1
金属疲劳,物理学,1
弹性碰撞,速度,1
弹性碰撞,物理学,1
弹性碰撞,距离,1
弹性碰撞,速率,1
弹性碰撞,运动 (物理学),1
发射光谱,物理学,1
发射光谱,库仑定律,1
发射光谱,能量,1
发射光谱,场 (物理),1
机械能,物理学,1
驻波,物理学,1
重力加速度,物理学,1
光的反射定律,物理学,1
光的反射定律,波,1
光的反射定律,光,1
干涉 (物理学),波,1
干涉 (物理学),物理学,1
刚度,物理学,1
